hazard_threshold,hazard_detection_recall,hazard_detection_macro_recall,minimum_hazard_class_recall,background_rejection_rate,background_false_alert_rate,speech_rejection_rate,cascade_hazard_exact_accuracy,cascade_hazard_exact_macro_recall,cascade_overall_accuracy
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9560439560439561,0.9625925925925927,0.5761589403973509
0.005,1.0,1.0,1.0,0.0,1.0,0.0,0.9560439560439561,0.9625925925925927,0.5761589403973509
0.01,1.0,1.0,1.0,0.0,1.0,0.0,0.9560439560439561,0.9625925925925927,0.5761589403973509
0.015,1.0,1.0,1.0,0.0,1.0,0.0,0.9560439560439561,0.9625925925925927,0.5761589403973509
0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.9560439560439561,0.9625925925925927,0.5761589403973509
0.025,1.0,1.0,1.0,0.0,1.0,0.0,0.9560439560439561,0.9625925925925927,0.5761589403973509
0.03,1.0,1.0,1.0,0.0,1.0,0.0,0.9560439560439561,0.9625925925925927,0.5761589403973509
0.035,1.0,1.0,1.0,0.0,1.0,0.0,0.9560439560439561,0.9625925925925927,0.5761589403973509
0.04,0.9945054945054945,0.9962962962962962,0.9814814814814815,0.0,1.0,0.0,0.9505494505494505,0.9588888888888889,0.5728476821192053
0.045,0.9945054945054945,0.9962962962962962,0.9814814814814815,0.0,1.0,0.0,0.9505494505494505,0.9588888888888889,0.5728476821192053
0.05,0.9945054945054945,0.9962962962962962,0.9814814814814815,0.0,1.0,0.0,0.9505494505494505,0.9588888888888889,0.5728476821192053
0.055,0.9945054945054945,0.9962962962962962,0.9814814814814815,0.0,1.0,0.0,0.9505494505494505,0.9588888888888889,0.5728476821192053
0.06,0.9945054945054945,0.9962962962962962,0.9814814814814815,0.0,1.0,0.0,0.9505494505494505,0.9588888888888889,0.5728476821192053
0.065,0.9945054945054945,0.9962962962962962,0.9814814814814815,0.0,1.0,0.0,0.9505494505494505,0.9588888888888889,0.5728476821192053
0.07,0.9945054945054945,0.9962962962962962,0.9814814814814815,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.9505494505494505,0.9588888888888889,0.5761589403973509
0.075,0.989010989010989,0.9925925925925926,0.9629629629629629,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.945054945054945,0.9551851851851852,0.5728476821192053
0.08,0.989010989010989,0.9925925925925926,0.9629629629629629,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.945054945054945,0.9551851851851852,0.5728476821192053
0.085,0.989010989010989,0.9925925925925926,0.9629629629629629,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.945054945054945,0.9551851851851852,0.5728476821192053
0.09,0.989010989010989,0.9925925925925926,0.9629629629629629,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.945054945054945,0.9551851851851852,0.5728476821192053
0.095,0.989010989010989,0.9925925925925926,0.9629629629629629,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.945054945054945,0.9551851851851852,0.5728476821192053
0.1,0.989010989010989,0.9925925925925926,0.9629629629629629,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.945054945054945,0.9551851851851852,0.5728476821192053
0.105,0.989010989010989,0.9925925925925926,0.9629629629629629,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.945054945054945,0.9551851851851852,0.5728476821192053
0.11,0.989010989010989,0.9925925925925926,0.9629629629629629,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.945054945054945,0.9551851851851852,0.5728476821192053
0.115,0.9835164835164835,0.9888888888888889,0.9444444444444444,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.9395604395604396,0.9514814814814816,0.5695364238410596
0.12,0.978021978021978,0.9851851851851852,0.9259259259259259,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.9340659340659341,0.9477777777777778,0.5662251655629139
0.125,0.978021978021978,0.9851851851851852,0.9259259259259259,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.9340659340659341,0.9477777777777778,0.5662251655629139
0.13,0.978021978021978,0.9851851851851852,0.9259259259259259,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.9340659340659341,0.9477777777777778,0.5662251655629139
0.135,0.978021978021978,0.9851851851851852,0.9259259259259259,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.9340659340659341,0.9477777777777778,0.5662251655629139
0.14,0.978021978021978,0.9851851851851852,0.9259259259259259,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.9340659340659341,0.9477777777777778,0.5662251655629139
0.145,0.978021978021978,0.9851851851851852,0.9259259259259259,0.008333333333333333,0.9916666666666667,0.041666666666666664,0.9340659340659341,0.9477777777777778,0.5662251655629139
0.15,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.016666666666666666,0.9833333333333333,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5662251655629139
0.155,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.025,0.975,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5695364238410596
0.16,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.025,0.975,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5695364238410596
0.165,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.025,0.975,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5695364238410596
0.17,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.025,0.975,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5695364238410596
0.175,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.025,0.975,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5695364238410596
0.18,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.03333333333333333,0.9666666666666667,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5728476821192053
0.185,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.03333333333333333,0.9666666666666667,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5728476821192053
0.19,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.03333333333333333,0.9666666666666667,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5728476821192053
0.195,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.03333333333333333,0.9666666666666667,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5728476821192053
0.2,0.9725274725274725,0.9814814814814815,0.9074074074074074,0.03333333333333333,0.9666666666666667,0.08333333333333333,0.9285714285714286,0.944074074074074,0.5728476821192053
