hazard_threshold,hazard_detection_recall,hazard_detection_macro_recall,minimum_hazard_class_recall,background_rejection_rate,background_false_alert_rate,speech_rejection_rate,cascade_hazard_exact_accuracy,cascade_hazard_exact_macro_recall,cascade_overall_accuracy
0.655,0.8241758241758241,0.8155555555555555,0.725,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7967032967032966,0.7918518518518519,0.7847682119205298
0.66,0.8186813186813187,0.8105555555555556,0.7,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7912087912087912,0.7868518518518519,0.7814569536423841
0.665,0.8021978021978022,0.7935185185185185,0.7,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7747252747252747,0.7698148148148147,0.7715231788079471
0.67,0.7967032967032966,0.7885185185185186,0.675,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7692307692307693,0.7648148148148148,0.7682119205298014
0.675,0.7967032967032966,0.7885185185185186,0.675,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7692307692307693,0.7648148148148148,0.7682119205298014
0.68,0.7912087912087912,0.7835185185185185,0.65,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7637362637362637,0.7598148148148148,0.7649006622516556
0.685,0.7692307692307693,0.7677777777777778,0.625,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7417582417582418,0.7440740740740741,0.7516556291390728
0.69,0.7692307692307693,0.7677777777777778,0.625,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7417582417582418,0.7440740740740741,0.7516556291390728
0.695,0.7692307692307693,0.7677777777777778,0.625,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7417582417582418,0.7440740740740741,0.7516556291390728
0.7,0.7692307692307693,0.7677777777777778,0.625,0.7666666666666667,0.23333333333333334,0.9583333333333334,0.7417582417582418,0.7440740740740741,0.7516556291390728
0.705,0.7637362637362637,0.7644444444444445,0.625,0.775,0.225,0.9583333333333334,0.7362637362637363,0.7407407407407407,0.7516556291390728
0.71,0.7637362637362637,0.7644444444444445,0.625,0.775,0.225,0.9583333333333334,0.7362637362637363,0.7407407407407407,0.7516556291390728
0.715,0.7637362637362637,0.7644444444444445,0.625,0.7833333333333333,0.21666666666666667,0.9583333333333334,0.7362637362637363,0.7407407407407407,0.7549668874172185
0.72,0.7527472527472527,0.7561111111111111,0.6,0.8,0.2,0.9583333333333334,0.7252747252747253,0.7324074074074074,0.7549668874172185
0.725,0.7472527472527473,0.7527777777777778,0.6,0.8,0.2,0.9583333333333334,0.7197802197802198,0.729074074074074,0.7516556291390728
0.73,0.7417582417582418,0.7490740740740741,0.6,0.8,0.2,0.9583333333333334,0.7142857142857143,0.7253703703703704,0.7483443708609272
0.735,0.7307692307692307,0.7357407407407408,0.6,0.8166666666666667,0.18333333333333332,1.0,0.7032967032967034,0.712037037037037,0.7483443708609272
0.74,0.7252747252747253,0.7324074074074074,0.6,0.8166666666666667,0.18333333333333332,1.0,0.6978021978021978,0.7087037037037037,0.7450331125827815
0.745,0.7142857142857143,0.7240740740740741,0.575,0.8166666666666667,0.18333333333333332,1.0,0.6868131868131868,0.7003703703703703,0.7384105960264901
0.75,0.7087912087912088,0.7140740740740741,0.575,0.8333333333333334,0.16666666666666666,1.0,0.6813186813186813,0.6903703703703703,0.7417218543046358
0.755,0.6868131868131868,0.6966666666666667,0.525,0.8416666666666667,0.15833333333333333,1.0,0.6593406593406593,0.672962962962963,0.7317880794701986
0.76,0.6813186813186813,0.6716666666666666,0.525,0.8416666666666667,0.15833333333333333,1.0,0.6538461538461539,0.647962962962963,0.7284768211920529
0.765,0.6813186813186813,0.6716666666666666,0.525,0.8416666666666667,0.15833333333333333,1.0,0.6538461538461539,0.647962962962963,0.7284768211920529
0.77,0.6648351648351648,0.6596296296296297,0.5,0.85,0.15,1.0,0.6373626373626373,0.6359259259259259,0.7218543046357616
0.775,0.6538461538461539,0.6312962962962962,0.5,0.85,0.15,1.0,0.6263736263736264,0.6075925925925926,0.7152317880794702
0.78,0.6263736263736264,0.6075925925925926,0.5,0.85,0.15,1.0,0.6043956043956044,0.5875925925925927,0.7019867549668874
0.785,0.6153846153846154,0.6005555555555556,0.5,0.8583333333333333,0.14166666666666666,1.0,0.5934065934065934,0.5805555555555555,0.6986754966887417
0.79,0.6098901098901099,0.5972222222222223,0.5,0.8583333333333333,0.14166666666666666,1.0,0.5879120879120879,0.5772222222222222,0.695364238410596
0.795,0.6043956043956044,0.593888888888889,0.5,0.8583333333333333,0.14166666666666666,1.0,0.5824175824175825,0.5738888888888889,0.6920529801324503
0.8,0.5934065934065934,0.5855555555555555,0.475,0.8583333333333333,0.14166666666666666,1.0,0.5714285714285714,0.5655555555555556,0.6854304635761589
0.805,0.5879120879120879,0.5755555555555556,0.475,0.8583333333333333,0.14166666666666666,1.0,0.5659340659340659,0.5555555555555556,0.6821192052980133
0.81,0.5769230769230769,0.5688888888888889,0.475,0.8666666666666667,0.13333333333333333,1.0,0.554945054945055,0.5488888888888889,0.6788079470198676
0.815,0.5494505494505495,0.5451851851851852,0.45,0.8666666666666667,0.13333333333333333,1.0,0.5274725274725275,0.5251851851851852,0.6622516556291391
0.82,0.5274725274725275,0.5294444444444444,0.45,0.8666666666666667,0.13333333333333333,1.0,0.5054945054945055,0.5094444444444444,0.6490066225165563
0.825,0.4945054945054945,0.49740740740740746,0.375,0.8666666666666667,0.13333333333333333,1.0,0.4725274725274725,0.4774074074074074,0.6291390728476821
0.83,0.46703296703296704,0.45537037037037037,0.325,0.8666666666666667,0.13333333333333333,1.0,0.45054945054945056,0.44037037037037036,0.6158940397350994
0.835,0.44505494505494503,0.41962962962962963,0.325,0.8666666666666667,0.13333333333333333,1.0,0.42857142857142855,0.40462962962962956,0.6026490066225165
0.84,0.42857142857142855,0.40888888888888886,0.325,0.8833333333333333,0.11666666666666667,1.0,0.41208791208791207,0.3938888888888889,0.5993377483443708
0.845,0.4175824175824176,0.4022222222222222,0.325,0.8833333333333333,0.11666666666666667,1.0,0.4010989010989011,0.38722222222222225,0.5927152317880795
